,Link,Occurred,City,State,Country,Shape,Summary,Reported,Posted,Media
184,Open,11/21/2022 20:00,Johnstown,PA,USA,Star,"Moves at high speed in multiple directions, changes from solid white to solid blue or red light,",11/21/2022,12/22/2022,
185,Open,11/16/2022 22:03,mechanicsburg,PA,USA,Circle,Small green light moving in different directions and stopping. Dissapeared behind clouds.,03/20/2023,04/09/2023,
186,Open,11/16/2022 22:00,Jermyn,PA,USA,Oval,Was still sitting then went straight up and flew over,01/29/2023,03/06/2023,
187,Open,11/15/2022 22:36,Sinking Spring,PA,USA,Other,Silver white line with different colored lights on it,11/30/2022,12/22/2022,
188,Open,11/14/2022 16:40,Philadelphia pa,PA,USA,Light,I was driving seen 5 lights in sky not moving. got out of car took pictures.,11/14/2022,12/22/2022,Y
189,Open,11/14/2022 16:40,Philadelphia,PA,USA,Cigar,I was driving seen 5 lights in sky not moving. got out of car took pictures.,11/14/2022,12/22/2022,Y
190,Open,11/12/2022 22:32,Perkasie,PA,USA,Unknown,One light floating and vanishing in sky,11/14/2022,12/22/2022,
191,Open,11/04/2022 21:10,Lafayette,PA,USA,Teardrop,Glowing green tadpole shape,11/05/2022,12/22/2022,
192,Open,11/04/2022 06:45,Stroudsburg,PA,USA,Light,UAP/UFO seen above mountain sitting still in the air. Shot directly down at unbelievable speeds.,11/07/2022,12/22/2022,
193,Open,11/03/2022 23:50,Pottstown,PA,USA,Circle,"white ball very bright, then moved very fast across a section of sky and disappeared. Had a white tail that was quite long.",11/04/2022,12/22/2022,
194,Open,11/03/2022 12:23,Monroeville,PA,USA,Changing,"large matte gray stationary object rectangular, then changed shape to shiny triangular object",11/04/2022,12/22/2022,Y
195,Open,11/03/2022 01:35,Pittsburgh,PA,USA,Diamond,Not sure if it was a meteor or what,11/03/2022,12/22/2022,
196,Open,11/02/2022 19:23,Lititz,PA,USA,Light,"Bright light sat in the sky, moved, sat & took off",11/02/2022,12/22/2022,
197,Open,11/01/2022 19:23,Hellam,PA,USA,Light,Linear lights in the sky that don’t appear to be starlink satellites.,11/01/2022,12/22/2022,Y
198,Open,10/30/2022 19:24,Reading,PA,USA,Circle,4 red steady lights in a large triangular formation,10/30/2022,12/22/2022,
199,Open,10/30/2022 00:30,Valley View,PA,USA,Light,"2 lights appear, one after another, suddenly disappear, one after another.",11/01/2022,12/22/2022,
200,Open,10/29/2022 18:38,Lancaster,PA,USA,Triangle,Four orange lights hovering and then disappeared,10/31/2022,12/22/2022,Y
201,Open,10/27/2022 21:27,Tunkhannock,PA,USA,Chevron,Thought it was iss at first.,10/27/2022,12/22/2022,
202,Open,10/27/2022 11:46,State College,PA,USA,Other,"Bright white dot or orb over State College, PA",10/27/2022,12/22/2022,Y
203,Open,10/24/2022 21:03,Erie,PA,USA,Triangle,Lights moving across the sky.,10/24/2022,12/22/2022,
204,Open,10/20/2022 06:20,Archbald,PA,USA,Orb,We were driving to Dunmore and I noticed it getting in our car it was in the western sky pulsing red green white light,10/22/2022,12/22/2022,
205,Open,10/16/2022 19:11,DOYLESTOWN,PA,USA,Disk,Two people saw this,10/19/2022,12/22/2022,Y
206,Open,10/15/2022 20:31,Kittanning,PA,USA,Changing,Objects in the sky,10/15/2022,12/22/2022,
207,Open,10/12/2022 01:00,Furlong,PA,USA,,MADAR site 38 had magnetomter spike and compass variation.,05/25/2023,07/10/2023,
208,Open,10/12/2022 01:00,Philadelphia,PA,USA,Other,object with a solid red light hovered silently and flew directly toward me from 1 mile away within the time it took me to blink,10/22/2022,12/22/2022,
209,Open,10/10/2022 04:00,Wyomissing,PA,USA,Circle,Seen during full moon. Eventually moved out of sight,10/12/2022,12/22/2022,Y
210,Open,10/08/2022 20:00,Berwick,PA,USA,Light,Bright blue light near moon and Neptune appear for approximately 30 seconds and shifted position 8 times off and on blue light.,10/08/2022,12/22/2022,
211,Open,10/04/2022 21:15,Tyrone,PA,USA,Disk,Saw an unusual flying object above my house,10/05/2022,10/08/2022,Y
212,Open,10/01/2022 19:03,Newville,PA,USA,Triangle,Walking home from store and noticed a series of lights on the triangular shaped object which moved below clouds and heard no sound.,10/01/2022,10/08/2022,
213,Open,09/27/2022 12:15,New Wilmington,PA,USA,Disk,Soundless saucer flys overhead,09/27/2022,10/08/2022,Y
214,Open,09/26/2022 21:40,Pottstown,PA,USA,Orb,Orange Orbs,09/27/2022,10/08/2022,
215,Open,09/26/2022 21:40,East stroudsburg,PA,USA,Changing,Craft seemed suspended in air upon video recording craft moved erratically in different directions keeping to the same area changing sh,09/27/2022,10/08/2022,
216,Open,09/26/2022 17:20,Lake Lynn,PA,USA,Changing,Light moving across treetops,09/26/2022,10/08/2022,
217,Open,09/25/2022 19:20,Philadelphia,PA,USA,Fireball,It looked like a shooting start but unlike a shooting stars it just kept flying really fast in a certain direction.,09/24/2022,10/08/2022,
218,Open,09/25/2022 00:46,Lancaster,PA,USA,Oval,Lights were oval moving in every direction above me,09/24/2022,10/08/2022,
219,Open,09/24/2022 21:45,Gettysburg,PA,USA,Cigar,It was at a diagonal with at least 20 or so orange lights that looked very close together almost square-like lights,02/18/2023,03/06/2023,Y
220,Open,09/24/2022 19:46,PENN township,PA,USA,Unknown,Saw brighter than normal light scanning the sky.,09/24/2022,10/08/2022,
221,Open,09/24/2022 19:41,Warminster,PA,USA,Light,Bright light moving at a high rate of speed with a bright trail behind it. Watched it for almost 3 minutes then it faded,09/24/2022,10/08/2022,Y
222,Open,09/24/2022 19:40,Bensalem,PA,USA,Circle,"Moving bright dot, solid steam of light trail then stopped",09/25/2022,10/08/2022,Y
223,Open,09/24/2022 19:40,HUMMELSTOWN,PA,USA,Circle,WHTIE OBJECT MOVING ACROSS SKY LEAVING V-SHAPED TRAIL,09/25/2022,10/08/2022,Y
224,Open,09/24/2022 19:39,Palmyra,PA,USA,Light,Craft flying up behind then out front of Space X Rocket launched from Florida,10/09/2022,12/22/2022,
225,Open,09/24/2022 19:39,Dillsburg,PA,USA,Sphere,Smoothly flew across the sky then disappeared.,09/24/2022,10/08/2022,Y
226,Open,09/24/2022 19:39,Lansdale,PA,USA,Light,Looked like a large comet with bright light and tail bit moving slow from south to north. no collision lights that could be seen,09/24/2022,10/08/2022,Y
227,Open,09/24/2022 19:30,Palmerton,PA,USA,Circle,Very bright light floated around for a few minutes than disappeared,09/24/2022,10/08/2022,
228,Open,09/24/2022 19:30,Allentown,PA,USA,Light,Seen a diamond white fire ball crossing across sky like a meteor almost speeding gracefully then disappeared out of blue faster,09/24/2022,10/08/2022,Y
229,Open,09/24/2022 19:00,Schuylkill Haven,PA,USA,Star,Ball of intense light levatates up toward sky. couldnt have been anything like a plane,09/24/2022,10/08/2022,Y
230,Open,09/24/2022 02:21,McMurray,PA,USA,Disk,There were at least 2 UFOs hovering close to the ground over the field behind our house.,09/24/2022,10/08/2022,
231,Open,09/23/2022 04:40,Windber/Bedford,PA,USA,Triangle,Triangular craft came out of nowhere. It hovered in front of my car from a small distance.,02/12/2023,03/06/2023,
232,Open,09/22/2022 20:29,Stoney Fork,PA,USA,Rectangle,This was caught on a trail camera,10/05/2022,10/08/2022,Y
233,Open,09/22/2022 14:16,Tyrone,PA,USA,Circle,It was flying around the housing development I live in,09/22/2022,10/08/2022,
234,Open,09/21/2022 18:20,Lancaster,PA,USA,Formation,On or the night of September the 21st 2022 I was outside with my nabor and a row of lights aparoch in a 45% pattern,11/12/2022,12/22/2022,
235,Open,09/21/2022 12:30,Norristown,PA,USA,Light,Multiple flashing lights not in a line like starlink,09/21/2022,10/08/2022,
236,Open,09/20/2022 01:00,Phoenixville,PA,USA,Light,Indistinct object with rapidly changing lights of different colors sighted moving erratically in Phoenixville,09/20/2022,10/08/2022,
237,Open,09/17/2022 20:00,Hummelstown,PA,USA,Light,Cluster of red moving lights,09/17/2022,10/08/2022,
238,Open,09/16/2022 22:00,Ridley Park,PA,USA,Cylinder,At least 3 crafts circling PA NJ DE area,09/17/2022,10/08/2022,
239,Open,09/14/2022 21:30,Berwyn,PA,USA,Cylinder,"Long line of white light moving quickly and grew a large circle on the front end then poof, disappeared.",09/18/2022,10/08/2022,
240,Open,09/13/2022 21:10,Chester Springs,PA,USA,Diamond,A very bright light moving very erratic,09/13/2022,10/08/2022,
241,Open,09/12/2022 22:32,California,PA,USA,Unknown,There were 3 in the shape of a triangle and one circling around it like a fly in smooth motions but not like a plane.,09/12/2022,10/08/2022,Y
242,Open,09/09/2022 00:11,East Stroudsburg,PA,USA,Star,Two stars moving slowly one got very bright then both disappeared,09/09/2022,10/08/2022,
243,Open,09/08/2022 21:00,Mount Joy,PA,USA,Light,3 or 4 lights moving at high speeds,09/08/2022,10/08/2022,
244,Open,09/08/2022 18:20,Lancaster,PA,USA,Sphere,White Sphere,09/08/2022,10/08/2022,
245,Open,09/08/2022 04:30,Reading,PA,USA,Circle,This was pulsing multi colored lights,09/08/2022,10/08/2022,
246,Open,09/06/2022 22:06,Hanover,PA,USA,Unknown,While looking out bedroom window saw a grouping of unusual lights in sky.. watched for a couple of minutes then lights started moving,01/14/2023,03/06/2023,
247,Open,09/03/2022 22:52,Exeter,PA,USA,Light,I was driving home and saw this weird pink oval with two more right behind it.,09/03/2022,09/09/2022,
248,Open,09/03/2022 05:11,Pine Grove,PA,USA,Star,Circular light resembling a star moving very erratically in the sky.,12/23/2022,03/06/2023,
249,Open,09/01/2022 19:56,Scranton,PA,USA,Light,"Big light in sky. Was low, unmoving. Then disappeared.",09/01/2022,09/09/2022,Y
250,Open,09/01/2022 08:00,Nazareth,PA,USA,Triangle,Black Triangle,09/01/2022,09/09/2022,
251,Open,08/29/2022 19:00,Pittsburgh,PA,USA,Cigar,"I saw a disc in my backyard (see pic), then my neighbor and I saw oblong ufo (see video).",10/22/2022,12/22/2022,Y
252,Open,08/28/2022 20:48,Pittsburgh,PA,USA,Orb,Green orb flash through Pittsburgh skyline,08/28/2022,09/09/2022,
253,Open,08/26/2022 19:15,Newtripoli,PA,USA,Fireball,fireball that split into two but also had a shine like metal,09/21/2022,10/08/2022,Y
254,Open,08/26/2022 11:50,homstead,PA,USA,Light,Thought that the lights were drones. Upon further investigation. There was no sound.,09/05/2022,09/09/2022,
255,Open,08/25/2022 23:57,Pittsburgh,PA,USA,Rectangle,While taking photos of granddaughters dorm the UFO showed in the photo.,08/26/2022,10/08/2022,Y
256,Open,08/23/2022 22:45,Scranton,PA,USA,Diamond,I saw a floating white light that seemed to be hovering in the sky.,08/25/2022,09/09/2022,Y
257,Open,08/22/2022 22:00,Doylestown,PA,USA,Circle,Circular object with green and red lights,08/22/2022,09/09/2022,
258,Open,08/16/2022 21:00,Whitehall,PA,USA,Orb,"Bright orbs that appeared white but occasionally would have a red blink. Not planes, they did not move.",08/16/2022,09/09/2022,Y
259,Open,08/15/2022 01:57,Jessup,PA,USA,Unknown,Bright light appeared out of nowhere then slowly went up out of camera,08/15/2022,09/09/2022,
260,Open,08/14/2022 13:59,Tannersville,PA,USA,Diamond,I was taking pictures of the moon and discovered I was photo bombed by a ufo the next day while reviewing them.,09/03/2022,10/08/2022,Y
261,Open,08/14/2022 05:50,willow Grove,PA,USA,Unknown,"Looked to be 5 brilliant white lights no strobes, looked to be one craft.",08/14/2022,09/09/2022,
262,Open,08/08/2022 12:40,Harrisburg,PA,USA,Triangle,"Circle light, triangle lights came out around it. It went away(up) barely visible , then disappeared and the came back.",08/07/2022,09/09/2022,Y
263,Open,08/07/2022 21:20,Weatherly,PA,USA,Circle,Seen a plane flying east and above it at least 2 times higher than the plane a circular light was traveling opposite direction,08/08/2022,09/09/2022,
264,Open,08/06/2022 15:50,BLAIRSVILLE,PA,USA,Disk,Classic disc shape flying about 100mph black on bottom metallic on top.,09/14/2022,10/08/2022,
265,Open,08/06/2022 15:15,"Erie, Presque Isle",PA,USA,Formation,One sphere become 2 then 3 then 4. They change formation from triangle to a straight line then went up and disappeared,08/08/2022,09/09/2022,
266,Open,08/06/2022 12:00,Marienville,PA,USA,Sphere,"Daytime silver, very bright object followed by dull grey then another bright star super bright silver",01/14/2023,03/06/2023,
267,Open,07/31/2022 05:04,,PA,USA,Orb,I caught the white orb on camera I also had what look like a star w blinking lights like a rainbow,12/26/2022,03/06/2023,
268,Open,07/30/2022 21:12,Philadelphia,PA,USA,Orb,Flying orb or sphere that changes colors and physical form.,07/31/2022,09/09/2022,
269,Open,07/30/2022 21:00,Harrisburg,PA,USA,Unknown,It's orbs all on me,10/23/2022,12/22/2022,
270,Open,07/30/2022 20:45,Wexford,PA,USA,Cigar,"I think it was the chinese ship, it was tumbling and clearly visible with my scope. I have video and stills.",07/30/2022,09/09/2022,Y
271,Open,07/30/2022 00:00,Penn Run,PA,USA,Orb,The craft REACTED to me in a way that made it apparent it was observing me as it mimicked my motions and those of my lighter.,07/31/2022,09/09/2022,
272,Open,07/28/2022 20:27,Barnesville,PA,USA,Orb,Slow and Low white orb,07/29/2022,09/09/2022,
273,Open,07/27/2022 22:45,Butler,PA,USA,Changing,White light would drop down and move forward and disappear and repeat as it was bigger object moving forward till lost sight over trees,07/27/2022,09/09/2022,
274,Open,07/24/2022 23:45,Intercourse,PA,USA,Light,Small silent red dot doing maneuvers over Amish farm,07/24/2022,09/09/2022,
275,Open,07/24/2022 23:00,Dingmans Ferry,PA,USA,Circle,"Round light high in sky, darting around irregularly like insect, blinking irregularly",07/25/2022,09/09/2022,
276,Open,07/23/2022 21:30,Allentown,PA,USA,,Spike in magnetometer field,01/02/2023,03/06/2023,
277,Open,07/23/2022 04:00,philadelphia,PA,USA,Circle,The craft has green lights blinking in a circular pattern for a few moments.  Craft moved to the NW direction lights flashing.,07/25/2022,09/09/2022,Y
278,Open,07/22/2022 21:42,Upper Pottsgrove,PA,USA,Orb,3 orange yellow orbs,07/23/2022,09/09/2022,
279,Open,07/22/2022 20:10,Levittown,PA,USA,Chevron,Watching a passenger plane with short contrail making a turn when this was going by in the opposite direction,07/23/2022,09/09/2022,
280,Open,07/22/2022 19:00,Skippack Township,PA,USA,Cigar,"Craft was yellow, moving slowly without any sound ..",07/24/2022,09/09/2022,
281,Open,07/21/2022 23:00,Pottstown,PA,USA,Light,Many UAP sitting in the sky. String of lights not moving. V shape lights not moving. Other moving craft with bright under lights.,07/21/2022,09/09/2022,Y
282,Open,07/21/2022 21:33,Philadelphia,PA,USA,Orb,Green orbs lined up like orion's belt then changed positions to an obtuse triangle almost like the handle of the dipper,07/23/2022,09/09/2022,
283,Open,07/21/2022 06:00,McVeytown,PA,USA,Sphere,"White, spherical object flying silently in northeasterly direction.",07/22/2022,09/09/2022,
284,Open,07/20/2022 20:25,New Castle,PA,USA,Other,Bright white/silver tic-tac object in sky travelling West at high rate of speed.d. noticed li,03/11/2023,04/09/2023,
285,Open,07/18/2022 22:44,Philadelphia,PA,USA,Disk,Flew fasted glowing from behind FMC buikding,07/22/2022,09/09/2022,
286,Open,07/15/2022 22:34,Johnstown,PA,USA,Triangle,Lights; triangle shaped fast than slow,12/22/2022,03/06/2023,
287,Open,07/12/2022 19:30,Linden,PA,USA,Oval,Daylight sighting of Oval shaped Object.,11/04/2022,12/22/2022,
288,Open,07/10/2022 21:45,Dallas,PA,USA,Triangle,A triangle aircraft maneuvering in ways I've never seen in any military aircraft whatsoever,07/10/2022,09/09/2022,
289,Open,07/09/2022 23:45,Red Lion,PA,USA,Light,Very bright red static light slowly moving in a Southernly direction.,07/10/2022,09/09/2022,Y
290,Open,07/09/2022 13:19,Lansdale,PA,USA,Changing,Filmed small black object flying right to left and accidentally captured something fly the other direction at end of video,07/14/2022,09/09/2022,Y
291,Open,07/09/2022 00:43,Pittsburgh,PA,USA,Other,Are you afo showed up behind me about 40 yards away very big it used its beam and lights came out,11/10/2022,12/22/2022,Y
292,Open,07/06/2022 23:46,Lancaster,PA,USA,Circle,Absolutely silent UFO hovering over my car.,01/20/2023,03/06/2023,
293,Open,07/04/2022 19:30,Jamison,PA,USA,Disk,Black/Navy blue disk(ovoid as visible from the side) demonstrates instantaneous acceleration or some form of a “cloaking”mechanism.,09/04/2022,09/09/2022,
294,Open,07/04/2022 00:47,Vandergrift,PA,USA,Formation,5 blue strobe lights grayish silver craft in a protective formation headed or led by bright white orb to left of the craft,01/25/2023,03/06/2023,
295,Open,07/03/2022 22:30,Ambridge,PA,USA,Circle,"Large red circle, no sound flew over 2 times then climbed and disappeared",07/03/2022,09/09/2022,
